ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;0.02;PRETO;False;True;1;2021-11-06 22:22:26.211231
ERROR:root:;0.02;VERMELHO;False;True;1;2021-11-06 22:24:00.103056
ERROR:root:;0.02;PRETO;False;False;1;2021-11-06 22:25:03.638755
ERROR:root:;0.04;PRETO;False;True;2;2021-11-06 22:25:34.432943
ERROR:root:;0.02;VERMELHO;True;False;1;2021-11-06 22:26:04.595866
ERROR:root:;0.04;VERMELHO;True;True;2;2021-11-06 22:26:37.664330
ERROR:root:;0.02;PRETO;False;True;1;2021-11-06 22:30:16.101838
ERROR:root:;0.02;PRETO;False;True;1;2021-11-06 22:31:51.800439
ERROR:root:;0.02;PRETO;False;False;1;2021-11-06 22:32:55.084268
ERROR:root:;0.04;PRETO;False;False;2;2021-11-06 22:33:25.947593
ERROR:root:;0.08;PRETO;False;True;3;2021-11-06 22:33:56.559032
ERROR:root:;0.02;VERMELHO;False;True;1;2021-11-06 22:40:43.590272
ERROR:root:;0.02;VERMELHO;False;False;1;2021-11-06 22:41:44.913977
ERROR:root:;0.04;VERMELHO;False;True;2;2021-11-06 22:42:17.360335
ERROR:root:;0.02;PRETO;False;False;1;2021-11-06 22:43:18.857142
ERROR:root:;0.04;PRETO;False;False;2;2021-11-06 22:43:49.847684
ERROR:root:;0.08;PRETO;False;False;3;2021-11-06 22:44:22.706987
ERROR:root:;0.16;VERMELHO;False;False;4;2021-11-06 22:45:24.492722
ERROR:root:;0.32;VERMELHO;False;False;5;2021-11-06 22:45:56.104903
ERROR:root:;0.64;VERMELHO;False;False;6;2021-11-06 22:46:26.389707
ERROR:root:;0.02;PRETO;False;False;1;2021-11-06 22:51:37.895737
ERROR:root:;0.04;PRETO;False;False;2;2021-11-06 22:52:10.608643
ERROR:root:;0.08;PRETO;False;True;3;2021-11-06 22:52:41.590495
ERROR:root:;0.02;PRETO;False;False;1;2021-11-06 23:11:55.241714
ERROR:root:;0.04;PRETO;False;False;2;2021-11-06 23:12:25.806073
ERROR:root:;0.08;PRETO;False;False;3;2021-11-06 23:12:58.722844
ERROR:root:;0.16;PRETO;False;False;4;2021-11-06 23:13:28.796212
ERROR:root:;0.32;PRETO;False;False;5;2021-11-06 23:13:59.759223
ERROR:root:;0.64;PRETO;False;True;6;2021-11-06 23:14:31.243191
ERROR:root:;0.02;VERMELHO;False;False;1;2021-11-06 23:17:09.883169
ERROR:root:;0.04;VERMELHO;False;True;2;2021-11-06 23:17:39.352510
ERROR:root:;0.02;VERMELHO;False;True;1;2021-11-06 23:18:42.677828
ERROR:root:;0.02;VERMELHO;False;True;1;2021-11-06 23:25:30.258011
ERROR:root:;0.02;VERMELHO;False;False;1;2021-11-06 23:26:02.230390
ERROR:root:;0.04;VERMELHO;False;False;2;2021-11-06 23:26:32.877311
ERROR:root:;0.08;VERMELHO;False;True;3;2021-11-06 23:27:03.726878
ERROR:root:;0.02;VERMELHO;False;False;1;2021-11-06 23:28:36.802967
ERROR:root:;0.04;VERMELHO;False;False;2;2021-11-06 23:29:09.686809
ERROR:root:;0.08;VERMELHO;False;False;3;2021-11-06 23:29:38.876283
ERROR:root:;0.16;VERMELHO;False;True;4;2021-11-06 23:31:12.628748
ERROR:root:;0.02;PRETO;False;True;1;2021-11-06 23:31:44.937557
ERROR:root:;0.02;PRETO;False;True;1;2021-11-06 23:33:18.257055
ERROR:root:;0.02;PRETO;False;False;1;2021-11-06 23:33:50.533180
ERROR:root:;0.04;PRETO;False;True;2;2021-11-06 23:34:21.346425
ERROR:root:;0.02;PRETO;False;False;1;2021-11-06 23:35:23.012695
ERROR:root:;0.04;PRETO;False;False;2;2021-11-06 23:35:55.199005
ERROR:root:;0.08;PRETO;False;False;3;2021-11-06 23:36:26.186272
ERROR:root:;0.16;VERMELHO;False;True;4;2021-11-06 23:37:59.257783
ERROR:root:;0.02;PRETO;False;False;1;2021-11-06 23:38:30.630011
ERROR:root:;0.04;PRETO;False;False;2;2021-11-06 23:39:02.901515
ERROR:root:;0.08;PRETO;False;True;3;2021-11-06 23:39:33.275345
ERROR:root:;0.02;PRETO;False;True;1;2021-11-06 23:56:11.819854
ERROR:root:;0.02;VERMELHO;False;False;1;2021-11-06 23:59:50.693225
ERROR:root:;0.04;VERMELHO;False;False;2;2021-11-07 00:00:23.124541
