ERROR:root:;valorAPosta;corAposta;brancoAposta;winAposta;contadorAposta;Data/Hora
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 10:06:48.155501
ERROR:root:;0.04;VERMELHO;False;False;2;2021-10-26 10:07:19.599636
ERROR:root:;0.08;VERMELHO;False;True;3;2021-10-26 10:07:51.155750
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 10:16:10.273884
ERROR:root:;0.04;VERMELHO;False;True;2;2021-10-26 10:16:40.029325
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 10:20:20.253864
ERROR:root:;0.04;VERMELHO;False;False;2;2021-10-26 10:20:50.297084
ERROR:root:;0.08;VERMELHO;False;False;3;2021-10-26 10:21:22.141619
ERROR:root:;0.18;VERMELHO;False;False;4;2021-10-26 10:30:45.385592
ERROR:root:;0.36;VERMELHO;False;False;5;2021-10-26 10:31:16.711068
ERROR:root:;0.72;VERMELHO;False;False;6;2021-10-26 10:31:48.222726
ERROR:root:;1.44;VERMELHO;False;True;7;2021-10-26 10:32:52.164754
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 10:33:22.849730
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 10:34:24.839173
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 10:34:55.648594
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 10:35:28.159960
ERROR:root:;0.04;VERMELHO;False;False;2;2021-10-26 10:35:59.600685
ERROR:root:;0.08;VERMELHO;False;False;3;2021-10-26 10:36:31.298650
ERROR:root:;0.18;PRETO;False;False;4;2021-10-26 10:37:35.539046
ERROR:root:;0.36;PRETO;False;False;5;2021-10-26 10:38:05.217376
ERROR:root:;0.72;PRETO;False;False;6;2021-10-26 10:38:36.628244
ERROR:root:;1.44;VERMELHO;False;False;7;2021-10-26 10:42:50.150135
ERROR:root:;2.88;VERMELHO;False;True;8;2021-10-26 10:43:20.270432
ERROR:root:;0.02;VERMELHO;False;True;1;2021-10-26 10:45:26.818423
ERROR:root:;0.02;VERMELHO;False;False;1;2021-10-26 10:49:39.681372
